en,id
she is crying .,dia sedang menangis .
she just left .,dia baru saja berangkat .
she loves him .,dia mencintainya .
she wants him .,dia menginginkannya .
she was naive .,dia naif .
she went home .,dia pulang .
she went home .,ia pulang .
show it to me .,perlihatkan itu padaku .
show it to me .,perlihatkan padaku .
shut the door .,tutup pintunya .
start running .,mulailah berlari .
stop dreaming .,berhentilah bermimpi .
stop fighting !,berhenti berkelahi !
take him away .,bawa dia pergi .
that was fast .,tadi itu cepat .
that was good .,itu tadi enak .
that was good .,itu enak .
that is a fake .,itu palsu .
that is a joke .,bercanda .
that is absurd .,itu konyol .
that is enough .,itu cukup .
that is my bed .,itu tempat tidurku .
they can help .,mereka bisa membantu .
they embraced .,mereka berpelukan .
they vanished .,mereka menghilang .
they will die .,mereka akan mati .
they are asian .,mereka orang asia .
this is a pen .,ini pulpen .
this is a pen .,ini pena .
this is silly .,ini bodoh .
this is water .,ini air .
this is weird .,ini aneh .
this was good .,ini enak .
time is money .,waktu adalah uang .
tom blamed me .,tom menyalahkanku .
tom blames us .,tom menyalahkan kami .
tom buys fish .,tom membeli ikan .
tom conned us .,tom menipu kita .
tom has faith .,tom berkeyakinan .
tom hugged me .,tom memelukku .
tom is afraid .,tom ketakutan .
tom is asleep .,tom sedang tidur .
tom is cranky .,tom bete .
tom is crying .,tom menangis .
tom is hungry .,tom lapar .
tom is immune .,tom kebal .
tom is insane .,tom gila .
tom is polite .,tom itu ramah .
tom is stupid .,tom bodoh .
tom likes her .,tom menyukainya .
tom likes him .,tom menyukainya .
tom looks bad .,tom terlihat buruk .
tom needed it .,tom membutuhkannya .
tom shot mary .,tom menembak mary .
tom sued mary .,tom menggugat mary .
tom sued mary .,tom menuntut mary .
tom told mary .,tom memberi tahu mary .
tom was crazy .,tom gila .
tom was fired .,tom dipecat .
tom was happy .,tom merasa bahagia .
tom was lucky .,tom beruntung .
tom is cooking .,tom sedang memasak .
tom is missing .,tom hilang .
tom is smoking .,tom sedang merokok .
tom is thirsty .,tom haus .
tom is thirsty .,tom kehausan .
tom is too fat .,tom terlalu gemuk .
wait a moment .,tunggu sebentar .
we helped tom .,kami membantu tom .
we need rules .,kita membutuhkan aturan-aturan .
we sell fruit .,kami menjual buah-buahan .
we were right .,kita benar .
we will fight .,kita akan bertarung .
we are dancing .,kami sedang menari .
we are fasting .,kami sedang berpuasa .
we are leaving .,kami berangkat .
we are trapped .,kita terjebak .
what did i do ?,apa yang sudah kulakukan ?
what happened ?,apa yang terjadi ?
where are you ?,kamu di mana ?
which is mine ?,yang mana punyaku ?
who said that ?,siapa yang mengatakan itu ?
whose is this ?,ini punya siapa ?
you all right ?,kamu tidak apa-apa ?
you are wrong .,kamu salah .
you are sleepy .,kamu ngantuk .
you are stupid .,kamu bodoh .
you are stupid .,kau bodoh
allow me to go .,biarkan aku pergi .
are we sinking ?,kita tenggelam ?
are you asleep ?,kamu sudah tidur ?
are you hungry ?,apa kau lapar ?
are you hungry ?,apa kalian lapar ?
are you hungry ?,apa kamu lapar ?
are you joking ?,apa kau bercanda ?
are you sleepy ?,apa kamu ngantuk ?
bring a friend .,ajak teman .
can i help you ?,bisa saya bantu ?
can you see it ?,kamu masih belum mengerti ?
can you see it ?,kamu masih belum memahaminya ?
catch the ball .,tangkap bolanya .
change is good .,perubahan itu bagus .
close the door .,tutup pintunya .
come back home .,kembali ke rumah .
come back home .,pulanglah ke rumah .
come back home .,kembalilah ke rumah .
come back soon .,segeralah kembali .
do you hate me ?,apa kamu benci aku ?
do you hear it ?,apakah kamu mendengarnya ?
do you like it ?,kalian suka ?
do you love me ?,apakah kamu mencintaiku ?
do not say that .,jangan katakan itu !
do not tease me .,jangan menggodaku .
do not touch me !,jangan sentuh aku !
do not touch me .,jangan sentuh aku !
do not you know ?,apa kamu tidak tahu ?
fold the towel .,lipat handuknya .
get out of bed !,turun dari kasur !
get out of bed !,bangun dari tempat tidur !
get out of bed .,bangunlah dari tempat tidur .
give it to tom .,berikan itu kepada tom .
give it to her .,berikan itu padanya .
give it to her .,berikan padanya .
give it to him .,berikan itu padanya .
give it to him .,berikan padanya .
good afternoon .,selamat siang .
grab your gear .,ambil perlengkapanmu .
happy new year !,selamat tahun baru .
happy new year !,selamat tahun baru !
happy birthday !,selamat ulang tahun !
he bit his lip .,dia menggigit bibirnya .
he came by bus .,dia datang dengan bus .
he is a doctor .,dia adalah seorang dokter .
he is an actor .,dia adalah seorang aktor .
he keeps a cat .,dia memelihara kucing .
he looks young .,dia terlihat muda .
he was perfect .,dia sempurna .
he is a student .,dia seorang siswa .
his name is tom .,namanya tom .
honey is sweet .,madu itu manis .
how late is it ?,sudah terlambat berapa lamakah ?
how late is it ?,sudah telat berapa lamakah ?
how late is it ?,sudah telat berapa lama ?
how much is it ?,berapa harganya ?
how is it going ?,apa kabar ?
i am a student .,saya adalah seorang siswa .
i am a teacher .,saya seorang guru .
i borrow money .,saya meminjam uang .
i can sense it .,aku bisa merasakannya .
i did it again .,aku melakukannya lagi .
i dislike eggs .,aku tidak suka telur .
i gave it back .,aku mengembalikannya .
i go to school .,saya pergi ke sekolah .
i hate dancing .,aku benci menari .
i hate spiders .,aku benci laba laba-laba .
i hate you all .,aku benci kalian semua .
i have a fever .,saya demam .
i have a house .,saya punya rumah .
i have an idea .,aku punya ide .
i have no clue .,aku tidak tahu sama sekali .
i have no time .,saya tidak punya waktu .
i have to help .,aku harus membantu .
i kept playing .,aku terus bermain .
i like lasagna .,aku suka lasagna .
i like lettuce .,aku suka selada .
i like noodles .,aku suka mi .
i like rabbits .,aku suka kelinci .
i like singing .,aku suka bernyanyi .
i like surfing .,saya suka berselancar .
i like to sing .,saya suka bernyanyi .
i love dessert .,saya suka makanan penutup .
i love lasagna .,aku suka lasagna .
i must decline .,aku harus menolak .
i need a stamp .,aku butuh perangko .
i need friends .,saya butuh teman .
i said go home .,"aku bilang ,  pulanglah ."
i teach french .,saya mengajar bahasa prancis .
i turned right .,saya belok ke kanan .
i want a puppy .,aku ingin seekor anak anjing .
i want popcorn .,aku mau popcorn .
i want to play .,saya ingin main .
i wear glasses .,saya memakai kacamata .
i will testify .,saya akan bersaksi .
i will not eat it .,aku tidak mau memakannya .
i will not eat it .,saya tidak mau memakan itu .
i would rather die .,lebih baik aku mati .
i will ask later .,aku akan tanya nanti .
"i will come ,  too .",aku akan datang juga .
"i will help ,  too .",saya akan bantu juga .
i will need help .,aku akan membutuhkan bantuan .
i will phone you .,aku akan meneleponmu .
i will wait here .,aku akan menunggu di sini .
i will work hard .,saya akan bekerja keras .
i am a free man .,aku adalah lelaki yang bebas .
i am illiterate .,aku buta huruf .
i am interested .,aku tertarik .
i am interested .,saya tertarik .
i am not a baby .,saya bukan bayi .
i am not guilty .,aku tidak bersalah .
i am not joking .,aku tidak bercanda .
i am not joking .,aku tidak sedang bercanda .
i am not pretty .,aku tidak cantik .
i am not stupid .,saya tidak bodoh .
i am reasonable .,aku orang yang rasional .
i am sick of it .,aku muak dengan hal itu .
i am still here .,saya masih di sini .
i am still here .,aku masih di sini .
i am very angry .,aku sangat marah .
i am very happy .,saya sangat senang .
i am very happy .,saya senang sekali .
i am very tired .,aku sangat capek .
i have moved out .,aku sudah pindah .
is this a hoax ?,ini hoaks ?
it is not a toy .,itu bukan mainan .
it must be tom .,itu pasti tom .
it is ok to cry .,menangis itu tidak apa-apa .
it is hot today .,hari ini panas .
it is not a toy .,itu bukan mainan .
it is up to you .,terserah padamu .
just forget it .,lupakan saja .
just go for it .,lakukan saja .
keep tom quiet .,jaga agar tom tetap diam .
keep me posted .,terus kabari aku .
leave it to me .,serahkan semuanya padaku .
leave it to me .,serahkan padaku .
leave me alone !,tinggalkan aku sendiri !
leave me alone .,tinggalkan aku sendiri .
let us go home .,mari kita pulang .
lying is wrong .,berbohong adalah perbuatan yang salah .
may i kiss you ?,bolehkah aku menciummu ?
may i kiss you ?,boleh aku menciummu ?
my dad is busy .,ayahku sibuk .
my dad is busy .,ayahku sedang sibuk .
my hair is wet .,rambut saya basah .
only god knows .,hanya tuhan yang tahu .
peel the apple .,kupas apel itu !
peel the apple .,kupaslah apel .
please come in .,silakan masuk .
please stop it .,tolong hentikan itu .
read this book .,bacalah buku ini .
read this book .,baca buku ini .
rise and shine .,bangunlah .
she is running .,dia sedang lari
she is talking .,dia sedang berbicara .
she kissed him .,dia menciumnya .
she looked ill .,dia tampak sakit .
she looked ill .,dia terlihat sakit .
she swims well .,dia jago renang .
she is a beauty .,dia seorang yang cantik .
she is stubborn .,dia bandel .
she is stubborn .,dia keras kepala .
sit down there .,duduklah di sana .
so let is do it .,jadi mari kita lakukan .
stop screaming .,berhenti berteriak .
surfing is fun .,berselancar itu menyenangkan .
take your time .,santai saja .
"thank you ,  tom .","terima kasih ,  tom ."
thanks a bunch .,terima kasih banyak .
thanks a bunch .,makasih banyak .
thanks so much .,terima kasih banyak .
thanks so much .,makasih banyak .
that felt good .,itu tadi enak .
that was a lie .,itu bohong .
that was close .,tadi itu hampir saja .
that is a tower .,itu menara .
that is chicken .,itu ayam .
that is correct .,itu benar .
that is curious .,itu aneh .
that is cyanide .,itu sianida .
that is my line .,harusnya aku yang bilang begitu .
that is so cute .,imut
that is strange .,itu aneh .
that is strange .,anehnya .
that is unlucky .,sayang sekali .
the tea is hot .,tehnya panas .
there is a cat .,ada seekor kucing .
there is a cat .,ada kucing .
they need help .,mereka perlu bantuan .
they quarreled .,mereka bertengkar .
they struggled .,mereka berjuang .
they will help .,mereka akan membantu .
this is a bear .,ini beruang .
this is a bear .,ini seekor beruang .
this is a crab .,ini kepiting .
this is a joke .,bercanda .
this is absurd .,ini konyol .
this is heaven .,ini surga .
this is my cat .,ini kucing saya .
this is so sad .,ini sangat menyedihkan .
this is not fun .,ini tidak menyenangkan .
throw the ball .,lempar bolanya .
throw the ball .,lempar bolanya !
time to get up .,waktunya bangun .
tom apologized .,tom meminta maaf .
tom approached .,tom mendekat .
tom cannot hear .,tom tidak bisa mendengar .
tom cannot swim .,tom tidak bisa berenang .
tom cannot walk .,tom tidak bisa berjalan .
tom found mary .,tom menemukan mary .
tom grows rice .,tom menanam padi .
tom hated mary .,tom membenci mary .
tom hates mary .,tom membenci mary .
tom ignored me .,tom mengabaikanku .
tom ignored me .,tom tidak menghiraukanku .
tom is a minor .,tom masih di bawah umur .
tom is a pilot .,tom adalah seorang pilot .
tom is a rabbi .,tom adalah seorang rabi .
tom is at home .,tom ada di rumah .
tom is cooking .,tom sedang memasak .
tom is curious .,tom penasaran .
tom is fasting .,tom sedang berpuasa .
tom is jittery .,tom gelisah .
tom is missing .,tom hilang .
tom is nervous .,tom gugup .
tom is panting .,tom terengah-engah .
tom is smoking .,tom sedang merokok .
tom is talking .,tom sedang berbicara .
tom is thirsty .,tom kehausan .
tom is too fat .,tom terlalu gemuk .
tom is too old .,tom sudah terlalu tua .
tom is useless .,tom tidak berguna .
tom is not home .,tom tidak ada di rumah .
tom is not weak .,tom tidak lemah .
tom likes that .,tom menyukainya .
tom looks pale .,tom terlihat pucat .
tom loves mary .,tom mencintai mary .
tom passed out .,tom pingsan .
tom saw a wolf .,tom melihat seekor serigala .
tom sold bread .,tom menjual roti .
tom swims here .,tom berenang di sini .
tom trusts you .,tom mempercayai kamu .
tom was crying .,tom menangis .
tom was eating .,tom sedang makan tadi .
tom was insane .,tom gila .
tom will not mind .,tom tidak akan keberatan .
tom works hard .,tom bekerja dengan keras .
tom is not home .,tom tidak ada di rumah .
tom is not weak .,tom tidak lemah .
tom is painting .,tom sedang melukis .
tom is sleeping .,tom sedang tidur .
was it a dream ?,apakah tadi itu mimpi ?
wash your face .,cuci mukamu .
we eat at home .,kita makan di rumah .
we made a deal .,kami membuat sebuah kesepakatan .
we saw nothing .,kami tidak melihat apa-apa .
we will be happy .,kami akan senang .
we are confused .,kami bingung .
we are confused .,kita bingung .
we are confused .,kami kebingungan .
we are credible .,kami dapat dipercaya .
we are cultured .,kami berbudaya .
we are sociable .,kami seorang yang mudah bergaul .
what about tom ?,bagaimana dengan tom ?
what do you do ?,apa pekerjaanmu ?
what do you do ?,pekerjaan kamu apa ?
what if i fail ?,bagaimana kalau aku gagal ?
what is an axle ?,apa itu as ?
what is so hard ?,"apa susahnya ,  sih ?"
where am i now ?,di mana aku sekarang ?
where are they ?,di mana mereka ?
where are they ?,di manakah mereka ?
where are they ?,mereka di mana ?
where were you ?,tadi kamu di mana ?
where were you ?,kamu di mana ?
where were you ?,tadi kau ada di mana ?
where is boston ?,boston itu di mana ?
where is my car ?,mobilku mana ?
who called tom ?,siapa yang menelepon tom ?
who called tom ?,siapa yang memanggil tom ?
whose are they ?,itu punya siapa ?
why do you ask ?,mengapa kamu bertanya ?
why is he here ?,kenapa dia ada di sini ?
"yes ,  of course .","ya ,  tentu saja ."
"yes ,  of course .","ya ,  tentunya ."
you have to go .,kamu harus pergi .
you are a drunk .,kamu pemabuk .
you are selfish .,kamu egois .
you are trapped .,kamu terjebak .
you are useless .,kamu tidak berguna .
you are welcome .,sama-sama .
you are welcome .,terima kasih kembali .
am i alone here ?,apakah aku sendirian di sini ?
anyone can help .,siapa pun bisa membantu .
are these yours ?,apa ini milikmu ?
are we done yet ?,apa kita masih belum selesai ?
are we prepared ?,apakah kita siap ?
are you certain ?,apakah kamu yakin ?
are you certain ?,apakah anda yakin ?
are you certain ?,apa kau yakin ?
are you in love ?,apa kamu sedang jatuh cinta ?
are you kidding ?,apa kau bercanda ?
are you serious ?,apa kau serius ?
balls are round .,bola itu bulat .
call my husband .,panggil suamiku .
can i bring tom ?,boleh aku mengajak tom ?
can it be fixed ?,apa bisa dibetulkan ?
close that door .,tutup pintu itu .
close your book .,tutup bukumu .
congratulations !,selamat !
did you hear it ?,apakah kamu mendengarnya ?
do you have one ?,apa kamu punya satu ?
do you like rap ?,apakah kamu suka musik rap ?
do you love her ?,apakah kamu mencintainya ?
do you love him ?,apakah kamu mencintainya ?
do you see that ?,apa kamu melihatnya ?
do you see this ?,apa kamu melihat ini ?
do you think so ?,apa kamu pikir begitu ?
do not be afraid .,jangan takut .
do not be scared .,jangan takut .
do not bother me .,jangan ganggu aku .
do not forget us .,jangan lupakan kami .
do not get angry .,jangan marah .
do not get drunk .,jangan mabuk !
do not lie to me .,jangan berbohong padaku .
do not spit here .,jangan meludah di sini .
do not stay here .,jangan menetap di sini .
double the dose .,gandakan dosisnya .
enjoy your food .,nikmati makananmu .
enjoy your meal !,selamat makan .
enjoy your meal !,nikmati makananmu !
enjoy your meal .,nikmati makananmu .
enter your name .,masukkan nama anda .
follow that car .,ikuti mobil itu .
get your things .,ambil barang-barangmu .
grab your stuff .,ambil barangmu !
he began to cry .,dia mulai menangis .
he bought a hat .,dia membeli topi .
he had jeans on .,dia memakai celana jin .
he had no money .,dia tidak punya uang .
he has no money .,dia tidak punya uang .
he has two cats .,dia punya dua kucing .
he is a student .,dia seorang siswa .
he kept working .,dia terus bekerja .
he likes tigers .,dia suka macan .
he likes to run .,dia suka berlari .
he looks gloomy .,dia terlihat suram .
he loves trains .,dia suka kereta api .
he plays soccer .,dia bermain sepak bola .
he said nothing .,dia tidak berkata apa-apa .
he seems hungry .,dia sepertinya sedang lapar .
he was cheating .,dia berselingkuh .
he is a gardener .,dia seorang tukang kebun .
he is helping me .,dia menolongku .
